strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
031101020403,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020404,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020405,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020501,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020502,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020503,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020504,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020505,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020506,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020702,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020703,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020805,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020903,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101030402,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101030404,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101030405,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101030406,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101030501,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101030502,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101030503,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101030504,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101030505,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010101,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010102,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010103,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010104,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010105,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010201,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010202,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010301,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010302,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010303,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010304,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010305,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010401,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010402,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010501,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010502,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010503,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010504,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010505,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010601,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010602,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010603,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010604,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010605,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010606,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010701,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010702,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010804,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102010903,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102020705,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102020901,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102020902,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102020903,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102020904,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102020905,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102020906,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102021002,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102021003,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102021102,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102021103,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102021201,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102021202,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102050803,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102050804,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102050805,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102060101,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102060102,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102060103,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102060201,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102060202,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102060203,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102060204,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102060205,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102060206,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102060207,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102060402,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010303,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010501,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010502,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010503,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010504,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010601,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010602,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010603,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010604,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010605,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010701,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010702,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010703,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010704,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010801,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010802,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010803,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010901,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010902,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010903,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200011001,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200011002,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200011003,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200011101,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200011102,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200011103,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030303,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030404,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030501,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030502,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030602,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030603,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030604,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030605,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030701,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030702,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030703,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030704,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030705,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030801,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030802,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030803,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030804,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030805,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030901,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030902,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030903,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200031001,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200031002,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200031003,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200031101,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200031102,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200031201,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200031202,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200031203,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200031204,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110303,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110401,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110402,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110403,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110404,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110501,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110502,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110503,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110601,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110602,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110603,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110604,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110605,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110701,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110702,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110703,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110704,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110705,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110706,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110801,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110802,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110803,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110804,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300120501,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300120502,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300120503,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300120504,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300120505,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300120601,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300120602,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300120603,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300120604,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300120605,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300120606,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130101,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130102,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130103,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130201,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130202,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130203,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130301,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130302,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130303,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130304,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130305,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130401,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130402,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130403,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130501,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130502,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130503,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130504,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010301,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010302,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010303,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010304,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010503,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010504,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010701,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010702,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010703,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010704,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010705,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010801,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010802,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010803,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010902,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401010903,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020101,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020102,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020201,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020202,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020203,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020204,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020205,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020301,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020302,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020501,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020502,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020503,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020504,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020505,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020601,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020602,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020603,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020604,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020701,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401020702,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030404,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030405,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030406,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030701,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030702,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030703,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030704,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030705,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030801,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030802,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030803,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030804,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030805,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030806,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401040201,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401040203,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401040204,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401040205,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401040502,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401040503,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401050101,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401050102,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401050103,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401050104,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401050105,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401050201,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401050202,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401050203,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401050204,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401050302,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401060201,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401060202,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031402030501,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031502040701,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031502040703,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031502040704,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031502040705,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602030801,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602030802,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602030901,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602031001,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602031002,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602031101,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602031102,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602031103,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040101,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040102,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040103,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040104,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040105,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040106,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040201,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040202,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040203,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040301,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040302,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040303,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040401,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040402,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040403,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040404,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040502,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040504,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602050202,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602050203,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602050206,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080201,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080202,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080204,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080205,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080206,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080303,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080401,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080402,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080404,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080502,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080601,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080603,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080701,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080702,mABBEf,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
